Title,Link
[미리보는 SECON 2025] 엠폴,https://www.boannews.com/media/view.asp?idx=136000&page=1&kind=3
[미리보는 SECON 2025] 엠아이케이스캔,https://www.boannews.com/media/view.asp?idx=135999&page=1&kind=3
[미리보는 SECON 2025] 엠스톤,https://www.boannews.com/media/view.asp?idx=135998&page=1&kind=3
AI기본법·국가 망 보안 체계..‘CISO 포럼’서 심층 논의,https://www.boannews.com/media/view.asp?idx=135981&page=1&kind=1
[미리보는 SECON 2025] 엠디에스테크,https://www.boannews.com/media/view.asp?idx=135997&page=1&kind=1
[미리보는 SECON 2025] 엔유엘,https://www.boannews.com/media/view.asp?idx=135996&page=1&kind=3
[월드시큐 황.당.사] 텔레그램 악용하는 새 멀웨어 外,https://www.boannews.com/media/view.asp?idx=135988&page=1&kind=1
[미리보는 SECON 2025] 엔에스티정보통신,https://www.boannews.com/media/view.asp?idx=135995&page=1&kind=3
[미리보는 SECON 2025] 엔시드,https://www.boannews.com/media/view.asp?idx=135994&page=1&kind=3
[미리보는 SECON 2025] 엔슨소프트,https://www.boannews.com/media/view.asp?idx=135993&page=1&kind=3
[미리보는 SECON 2025] 에프에스티코리아,https://www.boannews.com/media/view.asp?idx=135992&page=1&kind=3
[미리보는 SECON 2025] 에프에스네트웍스,https://www.boannews.com/media/view.asp?idx=135991&page=1&kind=3
[미리보는 SECON 2025] 에이앤티글로벌,https://www.boannews.com/media/view.asp?idx=135990&page=1&kind=3
[오늘의 보안 영어] banner year,https://www.boannews.com/media/view.asp?idx=135989&page=1&kind=4
[미리보는 SECON 2025] 에이아이네트웍,https://www.boannews.com/media/view.asp?idx=135987&page=1&kind=3
[미리보는 SECON 2025] 에이디엠,https://www.boannews.com/media/view.asp?idx=135986&page=1&kind=3
[미리보는 SECON 2025] 에스코,https://www.boannews.com/media/view.asp?idx=135985&page=1&kind=3
[미리보는 SECON 2025] 에스카,https://www.boannews.com/media/view.asp?idx=135984&page=1&kind=3
[bnTV] 외국인은 ‘사자’.. 시장은 리스크에 ‘주춤’,https://www.boannews.com/media/view.asp?idx=135976&page=1&kind=3
[미리보는 SECON 2025] 에스에스티랩,https://www.boannews.com/media/view.asp?idx=135983&page=1&kind=3
[미리보는 SECON 2025] 알테크코리아,https://www.boannews.com/media/view.asp?idx=135982&page=1&kind=3
[미리보는 SECON 2025] 아이원코리아,https://www.boannews.com/media/view.asp?idx=135980&page=1&kind=3
[미리보는 SECON 2025] 아이에스앤로드테크,https://www.boannews.com/media/view.asp?idx=135978&page=1&kind=3
[미리보는 SECON 2025] 아이아이에스티,https://www.boannews.com/media/view.asp?idx=135977&page=1&kind=3
“잘 키운 ‘보안인재’ 해외 유출 골머리”..기술사회가 꼽은 보안 이슈,https://www.boannews.com/media/view.asp?idx=135974&page=1&kind=2
개인정보 포함 영상 원본, 데이터 활용 가능해져..국조실 과제 추진,https://www.boannews.com/media/view.asp?idx=135957&page=2&kind=2
MS, 6시간 동안 ‘M365’ 서비스 장애 발생,https://www.boannews.com/media/view.asp?idx=135953&page=2&kind=1
쿠도, 강원랜드 CCTV 개선사업 수주,https://www.boannews.com/media/view.asp?idx=135944&page=2&kind=3
[월드시큐 황.당.사] 독스빈 사고로 13만6000 사용자 기록 유출 外,https://www.boannews.com/media/view.asp?idx=135952&page=2&kind=1
조달청, 보안기업 지슨 & 티제이원 등 60개 제품 우수조달물품 지정,https://www.boannews.com/media/view.asp?idx=135951&page=3&kind=2
“비번 공유≠사랑”  카스퍼스키, 디지털 愛 가이드,https://www.boannews.com/media/view.asp?idx=135950&page=3&kind=3
라바웨이브-이유, 디지털 범죄 피해자 지원,https://www.boannews.com/media/view.asp?idx=135949&page=3&kind=1
[부고] 유상임 과기정통부 장관, 빙모상,https://www.boannews.com/media/view.asp?idx=135948&page=3&kind=1
[오늘의 보안 영어] (tightly) choreographed,https://www.boannews.com/media/view.asp?idx=135947&page=3&kind=1
“속지 마세요” 교통법규위반 스미싱,https://www.boannews.com/media/view.asp?idx=135945&page=3&kind=3
트럼프 2.0, 첫 ‘국가사이버국’ 수장 누구?,https://www.boannews.com/media/view.asp?idx=135943&page=3&kind=1
크롬 등 ‘자동로그인’시 정보탈취 우려..‘강화된 암호방식 적용’,https://www.boannews.com/media/view.asp?idx=135942&page=3&kind=2
네이버 등 소셜로그인 탈퇴 시 ‘개인정보 파기 부실’,https://www.boannews.com/media/view.asp?idx=135941&page=3&kind=2
엔비디아 GPU 도구 내 고위험 취약점, 패치 요망,https://www.boannews.com/media/view.asp?idx=135939&page=3&kind=1
잇단 해킹에도 안전조치 ‘소홀’..해피포인트 운영사 14억 과징금,https://www.boannews.com/media/view.asp?idx=135940&page=3&kind=2
과기정통부, EU와 과학기술 협력 논의..유 장관, 관련 회의 참석,https://www.boannews.com/media/view.asp?idx=135938&page=3&kind=2
넥슨·우아한형제들 등 주요기업, ‘보안’ 인재 확보,https://www.boannews.com/media/view.asp?idx=135934&page=3&kind=1
[사람과 보안] 중국의 기술 권위주의와 보안의 미래,https://www.boannews.com/media/view.asp?idx=135936&page=3&kind=1
박찬암 스틸리언 대표, “보안, 결국은 ‘사람’ 문제”..기업보안협의회서 밝혀,https://www.boannews.com/media/view.asp?idx=135929&page=3&kind=5
과기정통부, 韓 AI 반도체 해외 진출 성공사례 확보 지원,https://www.boannews.com/media/view.asp?idx=135937&page=3&kind=2
[보안 역사, 그날] 도청으로 興, 도청으로 亡,https://www.boannews.com/media/view.asp?idx=135935&page=3&kind=1
안랩 ‘라킨’, 사우디판 CES서 솔루션 선봬,https://www.boannews.com/media/view.asp?idx=135928&page=3&kind=3
스마트오피스 증가 추세…업무 효율 향상에 도움돼,https://www.boannews.com/media/view.asp?idx=135931&page=3&kind=3
LG CNS, 델과 ‘AI인프라’ 협력,https://www.boannews.com/media/view.asp?idx=135932&page=3&kind=1
[월드시큐 황.당.사] 트럼프, 사이버 보안 고문 내정 外,https://www.boannews.com/media/view.asp?idx=135930&page=4&kind=1
“北 등 사이버 위협국, 자국 이익 위해 사이버 범죄 감행”..구글 보고서 지적,https://www.boannews.com/media/view.asp?idx=135926&page=4&kind=1
세연테크, Frame Sync 지원 글로벌 셔터 IP카메라 모듈 출시,https://www.boannews.com/media/view.asp?idx=135925&page=4&kind=1
엣지디엑스 ‘AI 브릿지’, KISA 학교생활안전 분야 최초 성능인증 획득,https://www.boannews.com/media/view.asp?idx=135927&page=4&kind=3
스콥정보통신-로그프레소, 통합보안 솔루션 개발 ‘맞손’,https://www.boannews.com/media/view.asp?idx=135924&page=4&kind=3
유준상 원장 “KITRI, 세계 최고 해커 교육기관으로 만들 것”,https://www.boannews.com/media/view.asp?idx=135920&page=4&kind=1
도구공간, 韓-美 연결한 기술력 선뵈,https://www.boannews.com/media/view.asp?idx=135923&page=4&kind=3
누리랩, 딥페이크 탐지 기술 국내 특허 출원,https://www.boannews.com/media/view.asp?idx=135921&page=4&kind=3
지니언스, 올해 20%↑목표..글로벌 사업 확대 총력,https://www.boannews.com/media/view.asp?idx=135918&page=4&kind=3
[인사] 과학기술정보통신부,https://www.boannews.com/media/view.asp?idx=135922&page=4&kind=2
“AI기업 전환 목표” 대원CTS, 엔터프라이즈 부문 전략 제시,https://www.boannews.com/media/view.asp?idx=135919&page=4&kind=3
韓·佛 등 5개국 개인정보기구 “AI 규제 불확실성 해소해야”,https://www.boannews.com/media/view.asp?idx=135917&page=4&kind=2
[월드시큐 황.당.사] 美·英, AI선언문 거부 外,https://www.boannews.com/media/view.asp?idx=135915&page=4&kind=1
산학협력 ‘AI반도체 고급인재 양성’...年 370명,https://www.boannews.com/media/view.asp?idx=135916&page=4&kind=2
과기정통부, ‘AI 공공성·지속가능성’ 논의..유 장관, 관련 회의 참석,https://www.boannews.com/media/view.asp?idx=135914&page=4&kind=1
산림과학원, 산불 피해 위험성 평가 프로그램 개발,https://www.boannews.com/media/view.asp?idx=135913&page=4&kind=2
“기술패권 시대, 연구자산 보호 위해 法개정 돼야”...정정규 KISTEP 센터장,https://www.boannews.com/media/view.asp?idx=135911&page=4&kind=2
타포(Tapo) 2K 초고화질 현관 CCTV ‘Tapo D210’ 출시,https://www.boannews.com/media/view.asp?idx=135912&page=4&kind=3
AI 윤리관, 들쭉날쭉..구글의 태세 전환 주목,https://www.boannews.com/media/view.asp?idx=135910&page=4&kind=1
재난안전산업협 총회..“분야별 전문위 활성화”,https://www.boannews.com/media/view.asp?idx=135909&page=4&kind=2
포티넷코리아, AI 기반 ‘보안 패브릭’ 플랫폼으로 3大 시장 공략,https://www.boannews.com/media/view.asp?idx=135908&page=5&kind=3
씨게이트, 차세대 전송 기술 지원 전문가용 SSD 출시,https://www.boannews.com/media/view.asp?idx=135906&page=5&kind=3
엑스게이트 작년 당기순이익, 합병비용 기저효과 1257.8% 폭등,https://www.boannews.com/media/view.asp?idx=135905&page=5&kind=3
[bnTV] 엎친 딥시크, 덮친 관세... 시장은 ‘덤덤’,https://www.boannews.com/media/view.asp?idx=135901&page=5&kind=3
S2W  “올 3분기 코스닥 상장”,https://www.boannews.com/media/view.asp?idx=135903&page=5&kind=3
오세훈 시장, “서울, 글로벌 AI 혁신도시 만든다”,https://www.boannews.com/media/view.asp?idx=135902&page=5&kind=2
안랩, 작년 매출 2606억·영업익277억...매출·영업익↑, 사우디 등서 매출 발생,https://www.boannews.com/media/view.asp?idx=135900&page=5&kind=3
아카라라이프, 생활밀착형 AIoT 제시,https://www.boannews.com/media/view.asp?idx=135898&page=5&kind=3
[월드시큐 황.당.사] 구글, 일방적 인공지능 정책 변경 外,https://www.boannews.com/media/view.asp?idx=135899&page=5&kind=1
정보보호학회, ‘낯선 발신자’ 재확인해야...온라인 보안 가이드 발표,https://www.boannews.com/media/view.asp?idx=135889&page=5&kind=2
“기술유출 지속 증가, 法 개정 필요”...최수진 의원실 ‘공청회’ 개최,https://www.boannews.com/media/view.asp?idx=135894&page=5&kind=2
딥시크 보안, 심각한 구멍...역할극 공격 83% 성공,https://www.boannews.com/media/view.asp?idx=135884&page=5&kind=3
후지필름BI, 올해 주목받는 핵심 DX 전략 공유...관련 세미나 개최,https://www.boannews.com/media/view.asp?idx=135896&page=5&kind=1
지란지교 ‘새니톡스’로 교육행정시스템 무해화,https://www.boannews.com/media/view.asp?idx=135897&page=5&kind=3
딥시크 뜨자, ‘新공격 기법’ 덩달아 기승,https://www.boannews.com/media/view.asp?idx=135893&page=5&kind=1
트럼프 관세 폭탄, 수출 보안기업 ‘빨간불’...제품가 인하 요구 불가피,https://www.boannews.com/media/view.asp?idx=135868&page=5&kind=2
[배종찬의 보안 빅데이터] 취준생 두 번 죽이는 채용 ‘피싱 사이트’,https://www.boannews.com/media/view.asp?idx=135895&page=5&kind=1
윈스-크리니티, SaaS 솔루션 협업 위해 MOU 체결,https://www.boannews.com/media/view.asp?idx=135892&page=5&kind=1
과기정통부-교육부, ‘국가연구소’ 구축 사업 추진,https://www.boannews.com/media/view.asp?idx=135890&page=5&kind=2
시큐아이, ‘BLUEMAX ESP 내PC지키미’ 조달 등록,https://www.boannews.com/media/view.asp?idx=135888&page=5&kind=3
